"Timestamp","Yaşınız","İl","Kaç Yıldır Araba Kullanıyorsunuz","Ne Zamandır T10X kullanıyorsunuz?","T10X İlk Arabanız Mı?","Yıl","Ay","Renk","Yazılım","Model","Kaç KM yol yaptınız?  ","T10X'in yanısıra içten yanmalı aracım da var. nolur nolmaz.","İlk Sahibiyim","T10X ile Uzun Yol Yaptınız Mı?","Yine elektrikli araç alırım","Yine TOGG alırım","T10F Bekliyorum","Çoğunlukla Aksesuarda şarj ederim","Çoğunlukla ... kadar şarj ederim","Çoğunlukla AC/DC şarj ediyorum.","Çoğunlukla Evden Şarj Ederim","T10X'den memnunum","Neden T10X Aldınız","T10X'i tasarımını beğeniyorum.","T10X'i konforlu buluyorum.","T10X'in içinde güvende hissediyorum.","T10X'in kullanımını kolay buluyorum.","T10X'in şarj tüketiminden memnunum.","T10X'in menzilinden memnunum.","Servis ağını yeterli buluyorum.","Gez uygulamasından memnunum.","Uygulama çeşitliliğini yeterli buluyorum.","Bir yakınıma tavsiye ederim.","Arıza Sebebiyle Yolda Kaldınız mı? ","Bir hata, arızadan dolayı kaç kere servise gitmeniz gerekti?","Arabam Serviste Toplam ... Kadar Kaldı","Servise bir kere gittikten sonra aynı sorun tekrar etti mi?","Bir Arızadan Dolayı Telefon ile destek almanız gerekti mi?","Ne sıklıkla DTC Reset, Yeniden Başlat yapmanız gerekiyor?","Hiç Sinyal Hatası aldınız mı?","Rahatsız Eden Trim Sesleri Var Mı?","Vites Geçişinde Sorun Yaşıyorum","Direksiyonu Çevirince Aracım Gacur Gucur Ediyor.","ESA aldım.","Ses Düzeyi, Cızırtı Sorunu Yaşadım","Ekran Gelmeme Sorunu Yaşadım","Durduk Yere Çalan Alarm Sorunu Yaşadım","Araba uyumadığı için şarjımın azaldığı oldu.","Yüksek Hızda Şarj Olmama Sorunu Yaşadım.","Daha Önce Bataryanız Değişti Mi?","Belirtmek istediğiniz başka sorunlar yaşadıysanız, buyrun","Varsa eklemek istediğiniz yazabilirsiniz."
"2025/07/24 1:24:15 pm GMT+3","26-35","37 - Kastamonu","10 Yıl+","2 Yıl +","Hayır","2023","ağustos","Gemlik","1.5 24","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","bi daha asla almam","hayır","Hayır, Beklemede.","80-90","DC","Hayır, istasyondan","çok sorun çıkardı, keşke almasaydım","Yerli olduğu için","10","7","7","5","6","6","1","1","1","1","evet","3-5","2 Ay","evet","evet","haftada bir yaparım en az, nolur nolmaz","hayır almadım","1 yerden geliyor","hayır, hiç","evet","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","evet","hayır değişmedi","Servis ağı aşırı kötü serviste 35 gün yattıgı halde aracı yapmadan teslim ediyorlar araştırcaz şu olcak bu olcak geçiştirmeye çalışıyorlar ",""
"2025/07/24 2:00:37 pm GMT+3","45+","06 - Ankara","10 Yıl+","6-12 Ay","Hayır","2024","aralık","Ayder","1.5 26","V2 Long Range","1,000 - 10,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80'e kadar","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","8","7","5","8","8","8","1","5","1","6","hayır","0","0","","evet","haftada bir yaparım en az, nolur nolmaz","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","fark etmedim","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","zaman zaman","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/24 2:26:24 pm GMT+3","36-45","16 - Bursa","10 Yıl+","12-24 Ay","Hayır","2024","mayıs","Gemlik","1.5 24","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","bi daha asla elektrikli almam","bi daha asla almam","hayır","Evet","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","9","9","9","7","6","6","5","3","6","6","hayır","1-3","0","evet","evet","birkaç ayda bir","hayır almadım","1'den çok yerden geliyor","hayır, hiç","evet","nadiren, 1-2 kez","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","zaman zaman","hayır","hayır değişmedi","",""
"2025/07/24 2:39:08 pm GMT+3","45+","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2024","mayıs","Gemlik","1.5 26","V2 Long Range","10,000 - 20,000","Hayır","Evet","Hayır","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","8","8","9","9","7","7","1","5","5","7","hayır","0","0","","evet","birkaç ayda bir","zaman zaman","hayır, varsa da fark etmedim","zaman zaman","evet","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","bilmiyorum","hayır değişmedi","",""
"2025/07/24 2:40:45 pm GMT+3","45+","77 - Yalova","10 Yıl+","2 Yıl +","Hayır","2023","kasım","Gemlik","1.5 24","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Konforlu Olduğu İçin","9","10","9","8","8","8","8","9","8","8","hayır","0","0","hayır","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","hayır almadım","zaman zaman","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 2:51:44 pm GMT+3","36-45","34 - İstanbul","10 Yıl+","6-12 Ay","Hayır","2024","kasım","Gemlik","1.5 26","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","9","9","9","6","4","4","1","5","7","7","hayır","0","0","hayır","evet","haftada bir yaparım en az, nolur nolmaz","hayır almadım","1 yerden geliyor","hayır, hiç","evet","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","sık sık","nadiren, 1-2 kez","hayır","hayır değişmedi","",""
"2025/07/24 2:55:53 pm GMT+3","36-45","34 - İstanbul","3-10 Yıl","12-24 Ay","Hayır","2024","haziran","Pamukkale","1.5 24","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","8","9","9","9","9","8","2","6","2","6","hayır","1","0","hayır","evet","ayda bir falan","zaman zaman","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","zaman zaman","zaman zaman","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 3:27:04 pm GMT+3","26-35","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2023","aralık","Gemlik","1.5 26","V2 Long Range","50,000 - 100,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Evet","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","10","10","10","10","10","7","1","5","5","8","hayır","3-5","1 Aydan Az","hayır","evet","ayda bir falan","hayır almadım","1 yerden geliyor","hayır, hiç","evet","zaman zaman","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","evet değişti","Sorun olarak evet belirli başlı problemler yaşıyoruz fakat çoğunu resetleme ile haledebiliyoruz içten yanmalı bir araç onsrım maliyetlerini hesaba katınca resetleme işlemi çok da göze gelmiyor yskıt haricinde bakım maliyetleri olarak da çok avsntsjlı olduğunu düşünüyorum ilerleyeb zamanlsrds bir çok sorunun ortadan kalkacağını düşünüyorum uzun yol şehiriçi sürekli kullanıyorum ",""
"2025/07/24 3:30:24 pm GMT+3","36-45","04 - Ağrı","10 Yıl+","12-24 Ay","Hayır","2023","ekim","Kula","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80'e kadar","AC","Evet","çok sorun çıkardı, keşke almasaydım","Yerli olduğu için","9","8","8","8","4","5","5","1","1","1","evet","5+","1 Aydan Az","evet","evet","ayda bir falan","sık sık","1'den çok yerden geliyor","hayır, hiç","evet","zaman zaman","hayır, hiç","hayır, hiç","zaman zaman","zaman zaman","evet","evet değişti","",""
"2025/07/24 3:31:22 pm GMT+3","26-35","16 - Bursa","3-10 Yıl","12-24 Ay","Hayır","2024","haziran","Kula","1.5 26","V2 Long Range","10,000 - 20,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80'e kadar","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","7","7","9","4","6","6","1","1","1","6","evet","3-5","1 Ay","evet","evet","ayda bir falan","zaman zaman","1'den çok yerden geliyor","zaman zaman","evet","sık sık","sık sık","sık sık","sık sık","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/24 4:12:24 pm GMT+3","45+","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2023","aralık","Gemlik","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","bi daha asla almam","hayır","Hayır, Beklemede.","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","10","8","9","8","2","6","1","1","1","3","hayır","1-3","1 Aydan Az","evet","evet","ayda bir falan","hayır almadım","1 yerden geliyor","hayır, hiç","evet","zaman zaman","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/24 5:05:55 pm GMT+3","26-35","16 - Bursa","10 Yıl+","6-12 Ay","Hayır","2024","aralık","Kapadokya","1.5 26","V2 Standart","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80'e kadar","AC","Evet","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","9","10","9","10","10","9","5","8","6","9","hayır","1","1 Aydan Az","","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 6:00:18 pm GMT+3","36-45","21 - Diyarbakır","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Pamukkale","1.5 26","V2 Long Range","50,000 - 100,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","80'e kadar","DC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","6","6","6","7","6","5","5","5","5","7","evet","5+","1 Aydan Az","hayır","evet","birkaç ayda bir","zaman zaman","1'den çok yerden geliyor","nadiren, 1-2 kez","evet","hayır almadım","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır, hiç","evet","evet değişti","","Güncellemeler acilen uzaktan yapıla bilmeli 

Her hangi bir arıza sıkıntı olduğunda aracımız serviste çok bekliyor buda bizi çok mağdur ediyor "
"2025/07/24 8:01:18 pm GMT+3","26-35","38 - Kayseri","1-3 Yıl","2 Yıl +","Hayır","2023","ağustos","Gemlik","1.5 24","V2 Long Range","0 - 1,000","Evet","Evet","Hayır","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80'e kadar","AC","Hayır, istasyondan","çok sorun çıkardı, keşke almasaydım","Finansman Desteği / Makul Fiyat","8","8","6","6","5","6","1","1","1","1","hayır","1-3","1 Aydan Az","evet","hayır","birkaç ayda bir","hayır almadım","1'den çok yerden geliyor","hayır, hiç","evet","hayır almadım","hayır, hiç","hayır, hiç","zaman zaman","hayır, hiç","bilmiyorum","hayır değişmedi","",""
"2025/07/24 8:37:43 pm GMT+3","45+","06 - Ankara","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Gemlik","1.5 24","V1 Standart","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80'e kadar","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","7","8","6","5","5","5","5","1","1","3","evet","1-3","0","hayır","evet","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","evet","zaman zaman","zaman zaman","nadiren, 1-2 kez","zaman zaman","zaman zaman","hayır","hayır değişmedi","V1 standart menzilde donanımlar mevcut iken parasiyla bile neden adas yüklemiyorlar anlamıyorum.
İnternet paketi almadık 2023 model v1 standart menzil 2 video izlesek internet hemen bitiyor.
Servis randevu süresi çok uzun 1.5 ay sonrasına randevu veriyorlar.","Kolay gelsin."
"2025/07/24 9:54:31 pm GMT+3","36-45","68 - Aksaray","10 Yıl+","12-24 Ay","Hayır","2023","aralık","Oltu","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","9","9","9","8","8","6","1","1","4","3","evet","1","0","evet","hayır","ayda bir falan","nadiren, 1-2 kez","1 yerden geliyor","nadiren, 1-2 kez","evet","sık sık","nadiren, 1-2 kez","nadiren, 1-2 kez","sık sık","zaman zaman","evet","hayır değişmedi","",""
"2025/07/24 10:10:36 pm GMT+3","45+","81 - Düzce","10 Yıl+","2 Yıl +","Hayır","2023","eylül","Gemlik","1.5 26","V2 Standart","20,000 - 50,000","Hayır","Evet","Evet","bi daha asla elektrikli almam","sorunlar giderilirse, düşünebilirim.","hayır","Evet","90-100","AC","Evet","çok sorun çıkardı, keşke almasaydım","SUV olduğu için","7","8","5","3","2","3","1","1","1","1","evet","3-5","2 Aydan Fazla","evet","hayır","haftada bir yaparım en az, nolur nolmaz","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","evet","hayır almadım","nadiren, 1-2 kez","zaman zaman","nadiren, 1-2 kez","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/24 11:32:05 pm GMT+3","26-35","16 - Bursa","10 Yıl+","6-12 Ay","Hayır","2024","aralık","Kapadokya","1.5 26","V2 Standart","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","9","10","10","10","9","9","5","7","6","10","hayır","1","1 Aydan Az","hayır","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","Klima soğuk üflemediği için Termal sistem arıza ışığı yakmaya başladı her klimayı açışta bu sebeple servise gitti 5 gündür serviste hala teslim alamadım.",""
"2025/07/25 12:49:52 am GMT+3","36-45","06 - Ankara","10 Yıl+","2 Yıl +","Hayır","2023","aralık","Gemlik","1.5 26","V2 Standart","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","8","8","9","8","2","2","2","1","9","9","hayır","0","0","","hayır","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","zaman zaman","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/25 8:31:42 am GMT+3","45+","34 - İstanbul","10 Yıl+","2 Yıl +","Hayır","2023","kasım","Gemlik","1.6","V2 Long Range","10,000 - 20,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","bi daha asla almam","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","çok sorun çıkardı, keşke almasaydım","Yerli olduğu için","5","6","10","10","5","5","1","1","1","1","evet","1-3","1 Aydan Az","evet","evet","birkaç ayda bir","zaman zaman","1'den çok yerden geliyor","nadiren, 1-2 kez","fark etmedim","sık sık","nadiren, 1-2 kez","nadiren, 1-2 kez","zaman zaman","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/25 9:57:50 am GMT+3","26-35","17 - Çanakkale","10 Yıl+","12-24 Ay","Hayır","2024","ocak","Kula","1.6","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","90-100","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","7","8","8","6","6","6","2","3","3","7","evet","1-3","1 Ay","evet","evet","ayda bir falan","sık sık","hayır, varsa da fark etmedim","nadiren, 1-2 kez","evet","nadiren, 1-2 kez","sık sık","zaman zaman","zaman zaman","nadiren, 1-2 kez","hayır","hayır değişmedi","Su ve silecek arasında öncelik yok. 
Kura ile çıkan gruptayım ama internet hızım düşürüldü. ","Kabin içi kamera görüntüleri nereye kaydediyor ve bunları daha kolay şekilde alabilmenin başka bir yolu olmalı. Özellikle ön ve arka kameralar em azından seyir halinde kayıt yapmalı. Araca ekstradan yol kayıt kamerası taktırmak saçma geliyor."
"2025/07/25 4:53:31 pm GMT+3","36-45","34 - İstanbul","10 Yıl+","2 Yıl +","Hayır","2023","aralık","Gemlik","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80'e kadar","AC","Evet","çok sorun çıkardı, keşke almasaydım","Yerli olduğu için","6","7","7","7","7","6","1","3","8","1","evet","3-5","1 Ay","evet","evet","haftada bir yaparım en az, nolur nolmaz","zaman zaman","1'den çok yerden geliyor","nadiren, 1-2 kez","evet","hayır almadım","sık sık","sık sık","zaman zaman","nadiren, 1-2 kez","evet","hayır değişmedi","Arka stoplar su aliyor araç sağ çekiyor sağ veya sola dönüşlerin on takımdan ses geliyor",""
"2025/07/25 10:41:48 pm GMT+3","26-35","16 - Bursa","10 Yıl+","6-12 Ay","Hayır","2024","aralık","Kapadokya","1.5 26","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80'e kadar","AC","Evet","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","9","10","9","10","9","9","5","7","7","9","hayır","1","1 Aydan Az","hayır","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/26 12:00:59 am GMT+3","36-45","06 - Ankara","10 Yıl+","12-24 Ay","Hayır","2024","mayıs","Gemlik","1.6","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","8","7","7","6","6","5","1","7","6","hayır","1-3","1 Aydan Az","evet","evet","birkaç ayda bir","zaman zaman","1'den çok yerden geliyor","zaman zaman","evet","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","evet","hayır değişmedi","","sorular güzeldi, TOGG ile karşılaşılan sorulardı."
"2025/07/26 12:43:57 am GMT+3","36-45","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2023","eylül","Gemlik","1.5 26","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80'e kadar","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","10","10","10","8","8","8","1","5","8","8","hayır","3-5","1 Aydan Az","evet","evet","birkaç ayda bir","hayır almadım","1'den çok yerden geliyor","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","zaman zaman","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/26 12:07:07 pm GMT+3","45+","34 - İstanbul","3-10 Yıl","12-24 Ay","Hayır","2024","haziran","Kula","1.5 26","V2 Long Range","1,000 - 10,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80'e kadar","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","6","8","7","4","7","6","1","2","1","6","hayır","1","1 Aydan Az","hayır","evet","birkaç ayda bir","nadiren, 1-2 kez","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/26 1:21:15 pm GMT+3","36-45","07 - Antalya","10 Yıl+","6-12 Ay","Hayır","2023","kasım","Kula","1.5 26","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Tasarımını Beğendiğim İçin","10","10","9","9","9","9","7","5","4","8","hayır","1-3","1 Aydan Az","evet","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","zaman zaman","hayır, hiç","evet","hayır değişmedi","DC sarjlarda çok yavaş şarj ediyor. %15'ten %80 sarja 40-45dk harcayabiliyoruz. uzun zaman sağa çekme problemi yaşadım, serviste bir kaç denemeden sonra hallettiler. silecek sistemi baştan aşağı kötü ve kalitesiz. bir çok sorun vardı, zamanla hepsine yakını servisle çözüldü diyebilirim. dijital anahtar laf olsun diye var, kullanışlı olduğunu düşünen olduğunu sanmıyorum. lastikler vasat, seri hızlanmalarda arka lastiklerde kaymalar olabiliyor. Sert frenlerde bazen ön lastiklerde kayabiliyor. aklıma gelenler bunlar",""
"2025/07/26 1:26:55 pm GMT+3","45+","34 - İstanbul","10 Yıl+","6-12 Ay","Hayır","2024","ekim","Gemlik","1.5 26","V2 Standart","1,000 - 10,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80'e kadar","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","8","6","7","4","4","1","3","6","5","evet","1-3","0","","evet","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","fark etmedim","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","zaman zaman","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/26 1:28:38 pm GMT+3","26-35","59 - Tekirdağ","10 Yıl+","12-24 Ay","Hayır","2024","mayıs","Anadolu","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","90-100","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","8","7","10","8","7","7","1","5","7","9","hayır","0","0","","evet","birkaç ayda bir","zaman zaman","1'den çok yerden geliyor","zaman zaman","evet","zaman zaman","zaman zaman","zaman zaman","zaman zaman","hayır, hiç","hayır","hayır değişmedi","Park ederken gıcırtı sorunu",""
"2025/07/26 1:32:27 pm GMT+3","36-45","16 - Bursa","10 Yıl+","2 Yıl +","Hayır","2023","temmuz","Gemlik","1.6","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","10","10","9","7","6","1","1","5","8","hayır","1","0","hayır","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","hayır, hiç","evet","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","bilmiyorum","hayır değişmedi","",""
"2025/07/26 1:34:18 pm GMT+3","26-35","16 - Bursa","3-10 Yıl","6-12 Ay","Hayır","2024","ekim","Anadolu","1.5 24","V2 Long Range","10,000 - 20,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Evet","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","9","10","8","7","9","6","2","4","6","hayır","1-3","1 Aydan Az","evet","evet","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","evet","zaman zaman","nadiren, 1-2 kez","sık sık","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/26 1:54:42 pm GMT+3","26-35","34 - İstanbul","10 Yıl+","6-12 Ay","Hayır","2024","kasım","Oltu","1.5 24","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80-90","DC","Hayır, istasyondan","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","10","9","10","10","8","8","1","3","5","8","hayır","0","0","","evet","ayda bir falan","hayır almadım","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","sık sık","hayır, hiç","zaman zaman","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/26 1:57:06 pm GMT+3","36-45","47 - Mardin","10 Yıl+","12-24 Ay","Hayır","2023","eylül","Pamukkale","1.5 24","V1 Standart","20,000 - 50,000","Hayır","İkinci El Aldım","Hayır","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","DC","Hayır, istasyondan","evet, iyiki almışım","Elektrikli olduğu için","10","9","8","10","7","7","6","8","9","8","hayır","0","0","","evet","hiç yapmadım","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","evet","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","bilmiyorum","hayır değişmedi","Ac şarjda şarj kesiliyor ",""
